PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
035Fr,rnb2rk1/p1p2pP1/3qpb1p/8/3PQ3/3B1N2/PpP2PP1/1K1R3R b - - 1 16,f6g7 e4h7,805,102,100,34,master mate mateIn1 middlegame oneMove,https://lichess.org/dhvbS6iX/black#32,French_Defense French_Defense_Chigorin_Variation
035S0,r2q1k1r/p3bBpp/b1p2n2/1Nn3N1/2Q5/8/PP1P1PPP/R1B2RK1 w - - 0 14,f7h5 d8d5 c4d5 f6d5 d2d4 e7g5,2544,94,68,119,advantage long opening,https://lichess.org/UbBAyFgb#27,French_Defense French_Defense_Steiner_Variation
035Wv,1r4k1/5ppp/8/8/8/1p2P1P1/1Qq2P1P/1R4K1 b - - 2 32,g8f8 b2c2 b3c2 b1b8 f8e7 b8c8,1634,74,89,396,crushing discoveredAttack endgame long,https://lichess.org/agbp4Mm5/black#64,
035Y0,r4rk1/pp1b1p1p/3p1n2/2p1pp2/4P2q/3P1B1P/PPP1Q2K/R1B3R1 b - - 1 17,g8h8 c1g5 h4g5 g1g5,1400,101,100,57,advantage middlegame short trappedPiece,https://lichess.org/gyt9Cqnm/black#34,Sicilian_Defense Sicilian_Defense_Old_Sicilian
035YV,r1bk3r/1p3ppp/p7/2b5/P7/4Bp2/1P3PPP/R3KB1R b KQ - 1 14,h8e8 e1c1 c8d7 e3c5,1997,76,88,650,advantage castling discoveredAttack master middlegame pin short,https://lichess.org/bNjyg35w/black#28,Benoni_Defense Benoni_Defense_Benoni-Indian_Defense
035gC,3r1bk1/1p1n1p1p/4p1p1/8/2P5/1PBBP2P/r5P1/3R1RK1 b - - 2 24,d7c5 d3g6 h7g6 d1d8,2205,76,99,76,advantage discoveredAttack middlegame short,https://lichess.org/CI5ox8tx/black#48,
035m4,4r3/5k2/6R1/5PP1/8/r4K2/4p3/4R3 w - - 0 37,f3g4 e8e4 g4h5 a3h3,1232,75,100,545,endgame mate mateIn2 rookEndgame short,https://lichess.org/0FjErbWl#73,
035s2,1k4r1/ppq4P/2nbQ3/3p2r1/3P4/1NP3N1/PP3P2/R4RK1 b - - 0 24,g5g3 f2g3 c7h7 e6d6,1158,78,95,5404,crushing middlegame short,https://lichess.org/9CyRGRfI/black#48,
035ti,3n4/1pk2p2/p7/2p1b3/P1B5/2P2Np1/1P5P/2K5 w - - 0 26,f3e5 g3h2 c4d5 c7d6,2117,75,97,2446,advancedPawn crushing endgame master short,https://lichess.org/4MecciYb#51,
035xn,1r2r2k/p6p/6p1/3Q2N1/6n1/6P1/PP5P/4qR1K w - - 5 30,f1e1 e8e1 h1g2 g4e3,1513,76,87,316,crushing endgame short,https://lichess.org/BVmeP7pV#59,
035y8,8/8/4b1k1/3pPpq1/1p1P3p/2rQP1pP/6P1/1B3RK1 w - - 2 41,d3d2 g5e3 d2e3 c3e3,810,76,100,316,crushing endgame master short,https://lichess.org/dqkDlyrg#81,
036Al,2r3k1/1p1q1ppp/pBnb4/3R4/8/P1N4P/1P3PP1/4Q1K1 b - - 0 24,c8e8 e1d2 e8e6 b6c5 c6e7 d5d6,1668,196,-37,10,advantage long middlegame quietMove,https://lichess.org/qIchBdB0/black#48,
036BY,3rB1k1/p2P4/1pp1p2p/2n2pb1/2P5/P2n1R2/6PB/5R1K b - - 0 35,c5d7 f3d3 d8e8 d3d7,1332,75,99,3708,crushing hangingPiece middlegame short,https://lichess.org/Qf85Wqiv/black#70,
036Ga,7r/1p2Rpk1/pP1p2p1/P2P4/2rP4/2p5/2P5/2K2R2 b - - 3 38,c4d4 e7f7 g7h6 f1h1 h6g5 h1h8,1612,74,94,5021,crushing endgame long rookEndgame skewer,https://lichess.org/KkQkXoqf/black#76,
036Ir,6r1/8/p2R4/2pP1PPk/4P3/4K3/Pn6/8 w - - 0 46,g5g6 b2c4 e3f4 c4d6,830,78,85,307,crushing endgame fork master short,https://lichess.org/iTaSWaoc#91,
036O1,r4rk1/p1p1b1p1/2pq1n2/3p3p/3P4/2P5/PPN1QPPP/R1B2RK1 w - - 0 16,c1g5 f6g4 g2g3 e7g5,1336,76,94,11054,advantage discoveredAttack middlegame short,https://lichess.org/48IGTHgW#31,Nimzowitsch_Defense Nimzowitsch_Defense_Scandinavian_Variation
036Pe,2rr4/3b1pkp/p4qp1/4p3/2p1P3/4N2P/PP1Q1PP1/2R1R1K1 b - - 1 25,f6g5 e3f5 g5f5 e4f5,1163,133,81,32,crushing middlegame short,https://lichess.org/EBOdlRU6/black#50,
036SV,5r2/1R4bk/3p1qp1/2p1p2p/2P1B3/r2PQ3/5PPP/5RK1 w - - 2 23,e3h3 f6f2 f1f2 a3a1 b7b1 a1b1 f2f1 b1f1,1339,76,77,626,kingsideAttack mate mateIn4 middlegame sacrifice veryLong,https://lichess.org/B9evmwEG#45,
036WH,6k1/p4ppp/2p5/2Qp4/PP1P4/4r1qP/4r1P1/R5RK w - - 3 28,c5c6 g3h3 g2h3 e3h3,1404,76,98,2453,endgame,https://lichess.org/KuRjCBsz#55,
036ek,5r1r/7k/p2p2p1/1p1P3p/2p1qRnP/P1N3P1/1PP3K1/5R2 w - - 0 36,c3e4 g4e3 g2g1 e3f1,855,82,91,189,crushing endgame fork short,https://lichess.org/mZwST8Z5#71,
036i1,4B3/8/1p5p/2pk1bp1/PP1p1p2/2P2P1P/3K2P1/8 b - - 0 40,d5c4 e8f7 f5e6 f7e6,1921,83,95,18209,bishopEndgame endgame mate mateIn2 short,https://lichess.org/XM1AjaQU/black#80,
036ix,1rr3k1/5pp1/1Q5p/5b2/8/1N3P2/1PP3PP/1K2R3 w - - 1 22,b6e3 f5c2 b1a2 b8a8 b3a5 a8a5,1690,75,92,1566,advantage endgame long,https://lichess.org/dH4aTzgg#43,
036j9,2kr3r/pb1qppb1/npp3p1/4P1Np/2PP4/4B3/PP1Q2PP/1K1R1B1R w - - 5 15,g5f7 d7f5 f1d3 f5f7,977,79,100,173,advantage fork master middlegame short,https://lichess.org/ZQF46aE2#29,Caro-Kann_Defense Caro-Kann_Defense_Maroczy_Variation
036pl,2r4r/3b1k2/2p2b2/1p1q2p1/1P1PN3/P1QBPpP1/1B5P/2R3K1 w - - 3 41,e4f6 f3f2 g1f2 h8h2,1478,76,90,1398,advancedPawn attraction crushing deflection kingsideAttack middlegame short,https://lichess.org/MgiMmBmO#81,
0371L,2r2bk1/5ppp/p2p4/3P2PP/P1nQ1B2/1q6/1P6/1K1RR3 w - - 0 27,d1d3 c4a3 b1a1 a3c2,1375,75,77,1056,advantage master middlegame pin queensideAttack short,https://lichess.org/AKVlVrml#53,
03726,r3q2k/6b1/p5pp/1nQ1Nr2/5P2/2P5/PP4PP/R3R1K1 b - - 0 23,a8c8 e5g6 e8g6 c5c8,1191,80,93,956,advantage deflection kingsideAttack master masterVsMaster middlegame short,https://lichess.org/chVzwZ2c/black#46,
0376x,r1b4Q/p1pp2B1/1p1b3R/6q1/3nP3/3P2kP/PPP3P1/RN4K1 w - - 1 20,g7e5 d6e5 h8e5 g5e5,995,77,86,371,crushing middlegame short,https://lichess.org/Nu9OmtGx#39,
0377r,8/1Bp2pkp/5np1/4n3/1pPpP3/3P2P1/2P2P1P/B5K1 w - - 4 31,a1d4 e5f3 g1f1 f3d4,824,89,91,399,crushing endgame fork short,https://lichess.org/LpzgNNtv#61,
037Ap,8/8/2p2k2/p5p1/Pp1P1pP1/1P3K1P/8/8 w - - 0 37,h3h4 g5h4 f3f4 f6g6,2079,78,92,584,crushing defensiveMove endgame pawnEndgame short zugzwang,https://lichess.org/r2sVpPrv#73,
037D4,r1b2rk1/1p2Qppp/p2p4/3P4/5R2/3q4/P5PP/5R1K b - - 1 22,b7b5 e7f8 g8f8 f4f7 f8e8 f7f8 e8d7 f1f7,2030,77,91,245,attraction mate mateIn4 middlegame sacrifice veryLong,https://lichess.org/7U0oOuMN/black#44,
037Fs,5rk1/p2rbppp/1pb1p3/n2q4/3P1B2/2P2N2/PPQ1BPPP/R4RK1 w - - 5 15,f3e5 d5g2,531,100,93,149,middlegame,https://lichess.org/qa0vYuO2#29,Scandinavian_Defense Scandinavian_Defense_Modern_Variation
037GX,5Q2/7p/6p1/7k/6P1/P3q2P/1P5K/3q4 b - - 0 48,h5h4 f8f6 e3g5 f6f2,1686,75,94,2561,endgame mate mateIn2 queenEndgame short,https://lichess.org/nyy0wtwg/black#96,
037Gj,2r5/p3kp2/4p3/q2pP2p/6p1/NP1b4/PQ3PPP/3R2K1 w - - 0 27,d1d3 a5e1,755,98,89,450,endgame master mate mateIn1 oneMove,https://lichess.org/rljLttms#53,
037IL,2r5/pp3pk1/3pb1p1/4b1Pp/4P2P/PqP5/1P1Q4/KB2R2R w - - 5 28,d2c2 c8c3 c2b3 c3b3 b1a2 b3a3,2071,115,18,22,crushing long middlegame pin,https://lichess.org/HIdijXC0#55,
037Iw,3r2r1/1kpq1p1B/pp2b3/4P3/8/2B5/nPP2QPP/2KRR3 w - - 0 22,c1b1 d7d1 e1d1 d8d1,1927,75,95,2678,mate mateIn2 middlegame queensideAttack short,https://lichess.org/XNKey9kq#43,
037KQ,r1r3k1/pR3pp1/4p2p/2p5/4Q3/q2B3P/P1P2PP1/6K1 b - - 2 20,g7g6 e4f4 c8f8 d3g6 f7g6 f4h6 a3c1 h6c1,2676,87,94,516,crushing discoveredAttack endgame veryLong,https://lichess.org/yIOOv2Qf/black#40,
037Lb,r1bq1rk1/ppp2ppp/3p1n2/2nPp3/1bP1P3/2N2P2/PP1B2PP/R2QKBNR w KQ - 1 8,g1e2 c5d3,742,94,94,170,opening,https://lichess.org/VXgHpl1F#15,Indian_Defense Indian_Defense_Budapest_Defense
037Ld,8/5ppk/p1r1q2p/3R1b2/2P1n3/N2Q1P2/P5PP/6K1 b - - 0 29,e4f6 d3f5 e6f5 d5f5,1843,295,100,12,equality middlegame short,https://lichess.org/zX5KCp4X/black#58,
037Y1,1r4k1/5p2/2p1bnp1/p3r3/q3Pp2/B2B4/1PP3QP/K4RR1 b - - 5 28,b8b3 c2b3 a4b3 d3b1,1857,84,77,54,clearance crushing defensiveMove master middlegame short,https://lichess.org/BUaN6YYU/black#56,
037Zo,4r3/1p2r1k1/p2p4/4bpp1/3B2n1/1BP3P1/PP2R2P/4R1K1 w - - 6 38,h2h3 e5d4 c3d4 e7e2 e1e2 e8e2,684,95,92,876,crushing discoveredAttack kingsideAttack long middlegame,https://lichess.org/mXCRSTqO#75,
037cs,8/5p1p/3p1kp1/3P4/5PP1/8/3K3P/8 w - - 1 44,h2h4 h7h5 g4g5 f6f5,1214,77,93,1912,crushing defensiveMove endgame pawnEndgame short,https://lichess.org/JIkvU0fZ#87,
037fN,r1r3k1/5pp1/p2bp3/3p2RQ/1p6/2Nq3P/PP3P2/K5R1 b - - 1 22,g7g6 g5g6 d3g6 g1g6 f7g6 h5g6,1083,82,93,1504,advantage kingsideAttack long middlegame,https://lichess.org/eBqHQxjA/black#44,
037fO,rnb1k1nr/ppp2ppp/5q2/4N2Q/4p3/3P4/PPP2KPP/RNB2B1R w kq - 1 7,f2g1 f6b6 d3d4 b6d4 c1e3 d4e3,1720,84,76,31,kingsideAttack long mate mateIn3 opening,https://lichess.org/O8UN2ZSi#13,Elephant_Gambit Elephant_Gambit_Other_variations
037ht,r1b1k1nr/pp2ppbp/2N1q1p1/2p5/8/1P3B2/PBP2P1P/RN1Q1K1R b kq - 5 12,g7b2 d1d8,442,98,57,178,mate mateIn1 oneMove opening,https://lichess.org/fjv40lF6/black#24,
037iS,r1bqrnk1/ppbn2pB/2p1pp2/3pN2Q/2PP1P2/2N1P1B1/PP4PP/R4RK1 b - - 0 13,f8h7 h5f7 g8h8 e5g6,1042,77,100,647,kingsideAttack master mate mateIn2 middlegame short,https://lichess.org/Wq8ClGIK/black#26,Queens_Pawn_Game Queens_Pawn_Game_Other_variations
037kN,8/8/8/5k1p/5Pp1/3K2P1/8/8 w - - 0 65,d3d4 h5h4 g3h4 g4g3 d4e3 f5g4 f4f5 g4h3,2638,102,90,242,crushing endgame pawnEndgame veryLong,https://lichess.org/1sPMEwkn#129,
037l8,3q1r2/5p1k/3pp3/pp1Q1bPB/2r4P/2N5/PKP5/5R1R w - - 0 25,d5b5 c4b4 b5b4 a5b4,1269,80,65,145,crushing fork middlegame short,https://lichess.org/tLx1AD9V#49,
037lM,r4r1k/5p1p/2p2b1N/P7/4P3/2n5/6RP/6RK b - - 0 33,c3e4 g2g8 f8g8 h6f7,1639,74,93,2234,deflection mate mateIn2 middlegame sacrifice short,https://lichess.org/5uxyHi6R/black#66,
037nr,8/6P1/1p2NK2/3b4/8/p7/1k4P1/8 b - - 0 50,d5e6 f6e6 a3a2 g7g8q,883,80,92,136,advancedPawn crushing endgame master promotion short,https://lichess.org/XHRsKg1d/black#100,
037qV,7k/6p1/2p3qp/1pQpP3/3Pp3/7P/4BPPK/r7 b - - 5 42,a1a2 c5f8 h8h7 e2g4,1551,135,14,13,advantage defensiveMove endgame short,https://lichess.org/Een24d17/black#84,
037u7,r1b1kb1r/pp3ppp/1qnppn2/2p5/4P3/2NPBN2/PPPQBPPP/R3K2R b KQkq - 1 7,b6b2 a1b1 b2a3 c3b5 a3a2 e1g1,2176,78,91,3617,castling crushing defensiveMove long middlegame,https://lichess.org/UW4bWimd/black#14,Sicilian_Defense Sicilian_Defense_Other_variations
037uy,r4rk1/p1q2ppp/2p1p3/3pP3/3b2b1/1RN2N2/PPP1QPPP/3R2K1 b - - 5 16,d4e5 e2e5 c7e5 f3e5 g4d1 c3d1,1554,75,85,318,advantage long middlegame,https://lichess.org/2Kv0N4j6/black#32,Caro-Kann_Defense Caro-Kann_Defense_Advance_Variation
037xa,1r1Rn1rk/2p1P2p/pp4p1/8/1PP2p2/b6P/5BP1/5RK1 b - - 2 29,e8d6 f2d4,945,79,83,230,mate mateIn1 middlegame oneMove,https://lichess.org/r15372Je/black#58,
0380K,r5r1/ppp2p1k/2np1Ppq/8/4PNP1/1N6/PPP5/2KR3Q b - - 1 29,g6g5 h1h6 h7h6 d1h1,918,78,87,239,attraction mate mateIn2 middlegame short,https://lichess.org/Pi00G95A/black#58,
0385J,4r2k/1pq3p1/4pr1p/p2b3P/P2b1PP1/3QB2B/1P6/4RRK1 b - - 5 30,d4b2 d3b5 c7c6 b5b2,2249,75,93,2558,advantage fork master middlegame short,https://lichess.org/5iijTqDw/black#60,
038Be,2r2rk1/pb3ppp/1p2p3/3nNn2/3P3q/P1N5/BP1Q1PPP/2R1R1K1 w - - 8 19,e1e4 d5c3 e4h4 c3e2 g1f1 e2c1,2294,76,78,84,crushing long middlegame sacrifice,https://lichess.org/PoaC2MHT#37,
038Dh,8/4R1pk/p2r3p/4p3/3pP3/P6P/5PP1/6K1 w - - 2 34,e7e5 d4d3 e5d5 d6d5 e4d5 d3d2,881,85,76,39,advancedPawn crushing endgame long rookEndgame,https://lichess.org/UDdH85Kl#67,
038I7,3r4/p3kpRp/1p2pn2/1B6/8/1P3P2/1B1bKP1P/8 b - - 4 20,d2h6 b2a3 d8d6 a3d6 e7d6 g7f7,1596,74,88,572,crushing endgame long,https://lichess.org/FBRHhecJ/black#40,
038If,6k1/pp4p1/6pq/2p1n3/3pP3/3P4/PPP2RQ1/7K w - - 1 28,g2h2 e5g4 h2h6 g4f2 h1g1 g7h6,1951,77,88,54,crushing endgame exposedKing fork intermezzo long sacrifice,https://lichess.org/a40MqbVL#55,
038JP,5rk1/3R1pp1/4p2p/p3q3/1p2Pn2/4QP2/PP4PP/2R3K1 w - - 2 28,b2b3 e5g5 e3d2 f4e2 d2e2 g5c1,2237,150,91,31,deflection discoveredAttack endgame equality long skewer,https://lichess.org/zfCrg7lc#55,
038L1,8/8/p4P1p/1p1k4/1Pp1R3/P4KP1/8/3r4 w - - 3 44,e4f4 d1f1 f3e3 f1f4 e3f4 d5e6,1851,74,88,980,crushing endgame long rookEndgame,https://lichess.org/ZKCEcXJK#87,
038La,5k1r/1p3ppp/1p4b1/nB1P2B1/1P4P1/P4P2/3r3P/1K1R3R w - - 5 26,b5d3 g6d3 b1a1 a5b3,1094,76,99,1529,master mate mateIn2 middlegame queensideAttack short,https://lichess.org/zdKh4mK5#51,
038Ql,r5k1/q4p1p/r2p4/3QpPb1/4P3/1N3P2/1PP4P/2KRR3 w - - 1 26,c1b1 a6a1 b3a1 a7a1,556,91,97,303,mate mateIn2 middlegame queensideAttack sacrifice short,https://lichess.org/V2sFzds3#51,
038TX,3r2k1/5ppp/brn1p3/2Q5/8/Rp1q1NB1/3N1PPP/1R4K1 w - - 1 25,c5b6 d3b1 d2b1 d8d1 f3e1 d1e1,1077,76,95,3584,backRankMate clearance fork long mate mateIn3 middlegame sacrifice,https://lichess.org/0P7kSZ1h#49,
038VQ,5rk1/p4ppp/2p5/2Np3n/P2P3q/2P2P2/1PbQ2PP/4R2K w - - 0 26,d2c2 h4e1,1268,77,58,158,backRankMate endgame hangingPiece mate mateIn1 oneMove,https://lichess.org/ESV2Jn6l#51,
038W6,1r3rk1/pp1nqppp/4bn2/2p1N3/5PP1/P1N1Q2P/1P4B1/R4RK1 b - - 4 19,e6c4 e5c4 e7e3 c4e3,1475,75,92,1579,advantage hangingPiece middlegame short,https://lichess.org/zu7auAut/black#38,English_Opening English_Opening_Kings_English_Variation
038eV,r1b1kb1r/p4ppp/1pn5/2pnN3/8/6P1/PP3PBP/RNB2RK1 b kq - 1 12,c6e5 g2d5 a8b8 f1e1 f7f6 f2f4,1829,75,94,8506,advantage hangingPiece long opening pin,https://lichess.org/G9eMrQ1I/black#24,Zukertort_Opening Zukertort_Opening_Grunfeld_Reversed
038oE,2rn1rk1/5pp1/3b1q1p/1p3P1Q/pP1pB2P/3P4/1BP2P2/2KR2R1 b - - 0 24,d6b4 g1g7 g8g7 d1g1 g7h7 b2d4,2206,77,91,982,attraction crushing kingsideAttack long middlegame sacrifice,https://lichess.org/GLEDoQI6/black#48,
038pe,r1b2b1r/1p2p1kp/p4n2/3BB2Q/4n3/2P4N/P1q1KPPP/RN5R w - - 3 17,e2e3 c8h3 h5e2 c2e2,2288,81,87,749,advantage middlegame short,https://lichess.org/CadYDzfg#33,Caro-Kann_Defense Caro-Kann_Defense_Advance_Variation
038pq,8/8/1kn5/ppR5/3PK3/P7/8/8 w - - 10 47,d4d5 b6c5 d5c6 c5c6 e4d4 c6d6,1905,105,83,14,crushing defensiveMove endgame long,https://lichess.org/TeK6vrE5#93,
038q1,8/8/3k4/p1b1p2p/P1R3pP/2P5/6K1/8 w - - 4 45,g2g3 d6d5 c4g4 h5g4,1379,74,94,1401,crushing endgame short trappedPiece,https://lichess.org/RriReXLu#89,
038tw,4r1k1/5r1p/p2qN1pQ/2p1nP2/2Pp4/4p2P/PP4P1/4RRK1 b - - 3 31,e5d3 f5g6 d6e6 g6f7 e6f7 f1f7,1477,205,100,10,advancedPawn crushing fork long middlegame,https://lichess.org/jMO2A4ur/black#62,
038wV,8/pkp4p/1p6/8/5nP1/4R2P/P2r4/2R3K1 w - - 2 26,h3h4 f4e2 e3e2 d2e2,1743,74,92,3947,advantage endgame fork short,https://lichess.org/wpALlAph#51,
038xL,3rr3/1kp2Rpp/p1pq4/Q2p2b1/2PN2b1/3PP1P1/PP4BP/R5K1 w - - 1 21,c4d5 g5e3 g1h1 e3d4,983,86,92,556,advantage fork middlegame short,https://lichess.org/xmm4LKB8#41,
03935,2r2rk1/6pp/1q2p3/p1ppP1N1/3P1p1P/2PQ2n1/PP4P1/R1B3K1 b - - 3 23,h7h6 d3h7,450,106,95,715,mate mateIn1 middlegame oneMove,https://lichess.org/nrKykyPi/black#46,
0397H,3r2k1/p1pPqPpp/1p6/8/2Q5/6P1/P4P1P/4R1K1 b - - 0 28,e7f7 e1e8 d8e8 d7e8q,1330,74,88,275,advancedPawn endgame mate mateIn2 pin promotion short,https://lichess.org/8gZDbyf4/black#56,
03993,5r2/pp4pk/7p/4p3/3bN1n1/1Pn3P1/P2R1PP1/4BR1K w - - 2 27,f2f3 c3e4 d2d4 e5d4,2173,77,91,1721,crushing middlegame short,https://lichess.org/wI2wJvbk#53,
0399J,r1b1qr1k/ppppN1pp/1b3p2/4p3/2B1P1QN/3P4/PPP2PPP/R4RK1 b - - 0 13,e8e7 h4g6 h7g6 g4h3,1711,76,83,333,mate mateIn2 middlegame sacrifice short,https://lichess.org/oZKtEgLs/black#26,Three_Knights_Opening Three_Knights_Opening_Other_variations
0399s,r1bq1b1r/ppp1nQpp/2nkpp2/3p1P2/3P4/2NBP3/PPP3PP/R1B1K1NR b KQ - 2 8,e7f5 c3b5,1053,75,97,2108,mate mateIn1 oneMove opening,https://lichess.org/YrE0GMSt/black#16,Mikenas_Defense Mikenas_Defense_Other_variations
039HH,r2q1rk1/1bp2pbn/p2p2p1/1p3pB1/4P2Q/1PNP1N2/1PP3PP/R4RK1 b - - 2 16,h7g5 f3g5 d8g5 h4g5,960,76,100,94,advantage master middlegame short,https://lichess.org/9vQeVU3U/black#32,Modern_Defense Modern_Defense_Other_variations
039P4,8/7Q/p1q2pp1/1p3k1p/1Pp2P2/P3PP2/6KP/8 w - - 1 36,h7h6 c4c3 e3e4 f5e6 f4f5 g6f5,1637,75,91,1976,crushing endgame long queenEndgame,https://lichess.org/0RQbhXGt#71,
039Zj,8/8/8/2pPp1bR/2P1P3/5rkp/4K3/8 b - - 3 62,g3g4 h5g5 g4g5 e2f3 h3h2 f3g2 h2h1r g2h1,1220,76,80,123,crushing deflection endgame veryLong,https://lichess.org/Zw8U7rDf/black#124,
039eL,r4rk1/p4p1p/1p4pB/4p3/3nP2Q/P7/2q2PPP/R4RK1 b - - 1 21,f8e8 a1c1 c2e2 h4f6 d4e6 c1c7,2741,97,91,936,crushing long middlegame,https://lichess.org/srtKoL4w/black#42,
039ed,4r1k1/pp2rpp1/2p3p1/3p2Pn/5n1P/3PBB2/PPP2P2/R3RK2 b - - 1 23,h5g3 f2g3 e7e3 e1e3 e8e3 f1f2 e3f3 f2f3,2093,75,91,589,crushing hangingPiece middlegame veryLong,https://lichess.org/rj7cMXB5/black#46,
039f2,8/3k4/7r/3R3p/3P4/5P1P/4b1PK/8 b - - 0 51,d7e6 d5e5 e6d6 e5e2,839,92,94,1489,crushing endgame fork short,https://lichess.org/LbriYkCz/black#102,
039ga,r2q2rk/4p2Q/3p1bpB/p7/1P6/2N2P2/1PP3P1/2KR3R b - - 0 23,h8h7 h6f8 f6h4 h1h4,1540,72,95,19826,discoveredAttack mate mateIn2 middlegame short,https://lichess.org/AImlWKqO/black#46,
039hh,8/8/8/2b5/2r1p1RP/3k4/6B1/3K4 b - - 0 57,e4e3 g2f1 e3e2 f1e2,1419,74,99,4411,crushing endgame master short,https://lichess.org/MJZ0WS96/black#114,
039ho,r1b2k1r/1p2q1p1/p1nBpnQp/3p1pN1/3P4/P1P5/4BPPP/R4RK1 b - - 7 17,e7d6 g6f7,1325,92,82,80,mate mateIn1 middlegame oneMove,https://lichess.org/M256ge4a/black#34,Sicilian_Defense Sicilian_Defense_Old_Sicilian
039kX,3r3k/p3q2P/1p6/5QP1/1P1pp3/P7/2PB4/2K5 b - - 0 41,e7h7 f5f6 h7g7 f6d8,1526,76,86,58,crushing endgame fork short,https://lichess.org/8flV2Naq/black#82,
039q6,8/4kpp1/B6p/1p2PK1P/1P6/8/2n2P2/8 w - - 1 39,a6b5 c2d4 f5e4 d4b5,1033,96,75,19,advantage endgame fork short,https://lichess.org/CPBnHqaE#77,
039rW,8/6k1/8/1K4pp/1R4Pr/P7/1P6/8 w - - 0 45,g4h5 h4b4 b5b4 g5g4,1524,75,97,1758,crushing defensiveMove endgame rookEndgame short,https://lichess.org/jNh4Olzd#89,
039sR,6k1/p2q2pp/8/4p3/3b2P1/2pQN2P/P1P2P2/6K1 w - - 0 30,e3f5 d4f2 g1f2 d7d3 c2d3 c3c2,1049,89,93,383,advancedPawn crushing discoveredAttack endgame long master sacrifice,https://lichess.org/rLEebE7j#59,
039vE,rn2k3/pp3p2/2pp4/4p1r1/2P1P1b1/2NP2Pq/PP1Q1P1N/R4R1K w q - 0 20,d2g5 g4f3 h1g1 h3g2,966,76,98,487,kingsideAttack mate mateIn2 middlegame pin short,https://lichess.org/aSrUOp85#39,
039zu,4R3/5k2/1p3N2/3pPp2/1P1P1r2/2P1n3/7P/7K w - - 3 49,e8b8 f4f1,955,172,100,17,endgame mate mateIn1 oneMove,https://lichess.org/kVVUG6be#97,
03A1C,8/1k2PK1q/3Q4/8/8/8/8/8 w - - 3 55,f7e8 h7g8 e8d7 g8c8,1339,79,85,139,endgame master mate mateIn2 queenEndgame short,https://lichess.org/RqaPUnMq#109,
03A1J,7k/1p1r2p1/p2P3p/2P5/P1P5/4B2P/1R4PK/5r2 b - - 2 37,f1e1 b2b7 d7b7 c5c6,1988,75,91,785,crushing endgame sacrifice short,https://lichess.org/a3X83jEn/black#74,
03A3b,3Q4/1R2bk2/4qnp1/pp6/2p2P2/P7/6PP/5RK1 w - - 1 32,d8b6 e6b6 b7b6 e7c5 g1h1 c5b6,1289,75,79,300,attraction crushing endgame fork long,https://lichess.org/OqGYUvQi#63,
03A3f,2kr3r/ppp2p2/2pbb2p/6p1/3N1q2/2NP3P/PPP1QPP1/R4RK1 w - - 2 15,d4e6 f4h2,1146,116,100,27,mate mateIn1 middlegame oneMove,https://lichess.org/CL4Zv5lf#29,Ruy_Lopez Ruy_Lopez_Berlin_Defense
03A59,5rk1/1bqr1ppp/pb2p1n1/1p4B1/1P2P1Q1/2P2NN1/6PP/2R2R1K b - - 12 28,g6e5 f3e5 c7e5 g5f6 e5f6 f1f6,1909,75,86,118,crushing long middlegame pin,https://lichess.org/ThURA4pv/black#56,
03ABF,5r1k/6p1/6B1/pp1n4/8/4P1B1/P3R1PP/2b3K1 w - - 1 31,e3e4 d5c3 e2e1 c1d2 e1a1 c3e2 g1h1 d2c1 a1c1 e2c1,2623,91,39,48,advantage endgame master quietMove veryLong,https://lichess.org/qoIUosRK#61,
03ADK,8/p4pk1/4rnrp/4P3/7Q/3q4/P4RPP/5R1K b - - 0 28,f6d7 f2f7 g7h8 h4d8 g6g8 d8d7 d3d7 f7d7,1847,85,75,28,advantage middlegame veryLong,https://lichess.org/ggoDP5bk/black#56,
03AGC,5rk1/1bq2p2/ppn1NRp1/2p4p/2P4Q/NP2P1P1/P5rP/R4K2 b - - 1 20,g2h2 e6c7 h2h4 g3h4,2201,76,83,170,crushing middlegame short,https://lichess.org/1z8xjNCc/black#40,
03AHv,2kr3r/1ppbnp1p/p3q2p/b2pP3/3P2PN/PBNQ3P/1P3P2/2KR3R w - - 2 19,c3e4 d5e4 b3e6 e4d3,1940,104,89,21,advantage middlegame short,https://lichess.org/DNvNe1JV#37,
03ASa,8/6p1/pp5p/2p5/P1P1p1Pk/1P2K2P/8/8 w - - 3 49,e3e4 a6a5 e4d5 h4h3 d5c6 h3g4 c6b6 h6h5,2734,102,86,164,crushing defensiveMove endgame pawnEndgame quietMove veryLong,https://lichess.org/4ZJwobxp#97,
03AVu,3rr1n1/3q3k/2p4p/1p3p1Q/p7/2BP2KP/P1P5/R4R2 b - - 1 29,g8e7 h5f7,1066,76,92,210,mate mateIn1 middlegame oneMove,https://lichess.org/3Su6ev3f/black#58,
03AWC,2r1r1k1/1b3p1p/p2q1Bp1/3P2P1/1p2p1R1/3B3Q/PPP4P/1K6 b - - 1 23,e4d3 h3h7 g8h7 g4h4 h7g8 h4h8,1540,76,89,3116,attraction kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/o9rbDbcG/black#46,
