PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
1iKXY,r4r1k/pp2Np1R/3pbPp1/2p5/2P5/6Q1/PPq3PP/4R2K b - - 0 23,h8h7 g3h4,1315,85,100,81,mate mateIn1 middlegame oneMove,https://lichess.org/GEAzVKsH/black#46,
1iKdG,1r4k1/pb4p1/4pp2/2pr3p/5q1n/2PB1P2/P1P2NPP/3RRQK1 w - - 2 27,e1e4 h4f3 g2f3 d5g5,1632,75,81,101,advantage kingsideAttack middlegame sacrifice short,https://lichess.org/njhxTptn#53,
1iKim,3rr3/4qp1k/1p1p1P1p/p1n5/5Q1P/2N3P1/PP3Pb1/3RR1K1 b - - 0 27,e7e1 d1e1 e8e1 g1g2,759,77,91,151,advantage master masterVsMaster middlegame short,https://lichess.org/8RgCZSNK/black#54,
1iKld,1r2r1k1/1q1n2bp/pp4p1/2p3NQ/1PPP1N2/4P3/PBBK1P2/R7 b - - 0 21,g6h5 c2h7 g8h8 f4g6,1233,83,62,118,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/IjdJfyHe/black#42,
1iKm9,5k2/3P3p/4K2P/6p1/5b2/2R5/pp1r4/8 b - - 1 52,d2d7 c3c8 d7d8 c8d8,652,91,96,653,endgame mate mateIn2 short,https://lichess.org/mHm45kTA/black#104,
1iKnB,8/2Q1q1kp/4rpp1/2b5/P3p3/2P2PB1/6PP/3R3K b - - 1 46,e4f3 d1d7 e7d7 c7d7,1145,75,96,6740,crushing endgame pin short,https://lichess.org/v5ZtFHQF/black#92,
1iKoJ,8/8/1pp2kpp/p7/4KPPP/8/PP6/8 w - - 0 40,f4f5 g6f5 g4f5 h6h5,2008,76,87,825,crushing defensiveMove endgame pawnEndgame short,https://lichess.org/FRsg18FW#79,
1iKpl,2k5/8/3K3p/3Bp3/p7/1p6/P5P1/8 w - - 0 44,a2b3 a4a3 b3b4 e5e4,1519,76,82,77,bishopEndgame crushing defensiveMove endgame master masterVsMaster short,https://lichess.org/ZZYh5ehq#87,
1iKq9,r6k/pQ4pp/2n5/2qp4/4p3/8/P2N2PP/5R1K b - - 0 23,a8f8 f1f8 c5f8 b7c6,958,94,92,653,advantage endgame short,https://lichess.org/s9xGD7eq/black#46,
1iKrJ,r1b1k2r/4pp1p/p1pp2p1/8/2B1PP2/2N1Q3/PqP3PP/4R2K b kq - 0 18,b2b4 e3d4 b4c4 d4c4,1807,74,87,428,advantage middlegame short,https://lichess.org/91MwUziT/black#36,Sicilian_Defense Sicilian_Defense_Open
1iKsG,2r4k/6pp/3P4/1pP5/pP6/P6P/6P1/6K1 b - - 0 38,g7g6 d6d7 c8d8 c5c6,771,109,69,57,advancedPawn crushing endgame rookEndgame short,https://lichess.org/7Vf2wDXd/black#76,
1iKtK,8/pR3p2/4bP2/kB1p4/3P4/5rp1/r7/1R4K1 b - - 0 37,f3f2 b7a7 a5b6 a7a2 f2a2 b5c4 b6c7 c4a2,1352,75,91,3008,attraction crushing discoveredAttack endgame veryLong,https://lichess.org/t5ZCWrYm/black#74,
1iKuS,7r/1k5r/pp1R1p1R/5Pp1/PP1P2P1/4PK2/8/8 w - - 0 47,d6f6 h7h6 f6h6 h8h6,463,106,90,384,advantage endgame rookEndgame short,https://lichess.org/1IJx5bbt#93,
1iKwU,8/8/4p3/3pP3/2kn4/1p2KP2/8/1R6 w - - 4 44,f3f4 c4c3 b1c1 d4c2,1956,75,93,110,crushing endgame short,https://lichess.org/Jb05ZEf7#87,
1iL2c,3r4/1pR3kp/p3p1p1/8/6PP/P5K1/8/8 b - - 1 40,g7h6 g4g5 h6h5 c7h7,803,105,95,1929,deflection endgame mate mateIn2 rookEndgame short,https://lichess.org/0zBJht6D/black#80,
1iL44,r4rk1/1p3p2/2p2P1p/3PpQ2/pq2P2b/5R2/P5P1/5RK1 b - - 0 26,b4c5 g1h2 g8h8 f5h5,2445,104,90,481,crushing defensiveMove master middlegame short,https://lichess.org/mcn4fvej/black#52,
1iL4C,r5k1/pbqn1pp1/1p3n1p/3p4/3P3B/P2B1N2/2P1QPPP/4R1K1 b - - 5 19,a8e8 e2e8 f6e8 e1e8 d7f8 h4e7,1604,76,93,667,advantage kingsideAttack long middlegame,https://lichess.org/M3gXSXgs/black#38,
1iL4g,3r1r1k/ppp1R1pp/8/3P1Pn1/8/PBP5/2P2P1K/4R3 w - - 0 27,f2f4 g5f3 h2g2 f3e1,621,82,92,757,advantage endgame fork short,https://lichess.org/IIZj05bu#53,
1iL6G,r2r2k1/pp3ppn/2p1b3/4n1pQ/3N4/2N4P/PPP5/2KR4 b - - 2 19,g7g6 h5e2 d8d4 d1d4,2042,75,91,794,advantage middlegame short,https://lichess.org/jk16IKpF/black#38,
1iL7h,r4r2/p5pk/2pbp2p/2pp1p2/5Pnq/1P1PP1RP/PBP3P1/R3Q1K1 b - - 0 19,g4f6 g3g7 h7g7 e1h4,1228,100,67,45,advantage discoveredAttack middlegame short,https://lichess.org/3NeQo7Cm/black#38,Bird_Opening Bird_Opening_Dutch_Variation
1iLDY,5rk1/p1R2ppp/2npb3/7N/4R3/3P4/2P3PP/1q2N1K1 b - - 1 21,f8c8 c7c8 c6d8 c8d8,1536,76,88,94,mate mateIn2 middlegame short,https://lichess.org/o5QPnXZF/black#42,
1iLDk,6k1/1pp5/3p2p1/p1nP4/2PQBrq1/5N2/P5P1/4RK2 w - - 2 28,f1f2 c5e4 e1e4 f4e4,1611,75,88,1126,advantage middlegame short,https://lichess.org/BukhO8qI#55,
1iLGk,8/p1p4p/kp2R3/3Q4/5q2/2P5/P1P2PPP/6K1 w - - 2 34,d5b3 f4c1 e6e1 c1e1,661,91,68,251,endgame mate mateIn2 short,https://lichess.org/qBSayinv#67,
1iLK7,4r1k1/4Nppp/8/p1r1p3/8/7P/P2R1PP1/5RK1 b - - 2 27,e8e7 d2d8 e7e8 d8e8,596,105,73,140,backRankMate endgame mate mateIn2 rookEndgame short,https://lichess.org/1MpLIJcj/black#54,
1iLKQ,2r1k3/p2b2p1/1p2p3/3pPr2/2qB4/2P5/P1Q2PPP/2R1K2R w K - 0 21,c1b1 c4d4 c3d4 c8c2,1664,75,87,183,crushing discoveredAttack middlegame short,https://lichess.org/DKiRjjrW#41,
1iLL5,3b4/3P4/2pB4/1k3p1p/p2K1P2/6P1/7P/8 b - - 4 52,d8b6 d4e5 c6c5 e5f5,2204,79,91,1548,bishopEndgame crushing defensiveMove endgame short,https://lichess.org/skhX4Z9F/black#104,
1iLNa,8/5ppk/6qp/8/p2P3P/1r4P1/1P3P2/2Q1R1K1 w - - 9 33,c1b1 g6b1 e1b1 a4a3,1722,76,95,5660,crushing endgame short,https://lichess.org/33EPo8xM#65,
1iLVO,2q2n1k/5Qp1/p6p/1p2B3/3r4/P6P/1P3PPK/1B6 b - - 0 32,d4d7 e5g7,1188,78,90,1348,endgame master mate mateIn1 oneMove,https://lichess.org/nraRcWWl/black#64,
1iLXK,4r3/1p3p1k/2p2Bp1/p2b1B1q/2PP4/6Q1/PP3P1P/4R1K1 w - - 1 30,e1e8 h5d1 e8e1 d1e1,787,77,100,1928,endgame mate mateIn2 short,https://lichess.org/M2NuKSjF#59,
1iLYj,6rk/pbq2p1p/3ppPr1/2p1n3/2P1N2R/8/PPQ1B1PP/5R1K b - - 1 25,g6g2 h4h7 h8h7 e4g5 h7h6 c2h7 h6g5 h7h5,2123,75,94,9660,attraction doubleCheck fork mate mateIn4 middlegame sacrifice veryLong,https://lichess.org/nsACY6R0/black#50,
1iLbS,6k1/2R3pp/8/1r1p4/6r1/1PKP1NP1/4P2P/8 w - - 0 30,f3e5 d5d4 c3d2 b5e5,1172,78,93,705,advantage discoveredAttack endgame short,https://lichess.org/BIwYoGS8#59,
1iLfV,2R5/5p1k/4p1p1/7p/3q1P1K/6PP/1P2Q3/5r2 w - - 4 40,e2f1 d4f6,969,80,72,164,endgame,https://lichess.org/3pJi3eQK#79,
1iLjp,6k1/1R6/p1r3pR/6N1/5n2/PP5P/3r2P1/7K w - - 1 36,h6h7 c6c1 h1h2 d2g2,1199,76,96,4132,endgame master masterVsMaster mate mateIn2 short,https://lichess.org/OCq3cWuK#71,
1iLjq,7k/p4R1p/2p5/3p3N/3b4/6P1/P1P3KP/1r6 b - - 2 30,b1c1 f7f8,409,88,86,426,endgame mate mateIn1 oneMove,https://lichess.org/VYgPVLuP/black#60,
1iLsy,2kr4/ppp5/5pp1/7p/8/1PnN2P1/P1P1rPP1/R1K4R w - - 3 21,h1e1 d8d3 e1e2 c3e2,2162,78,92,2148,crushing endgame queensideAttack short,https://lichess.org/BxbOzx9s#41,
1iLtB,r3k2r/1pp3pp/p7/5p2/4n3/5P2/PPq1Q1PP/RN2R1K1 b kq - 1 16,c2c5 g1h1 e8c8 f3e4,2062,78,84,351,advantage defensiveMove middlegame short,https://lichess.org/xCLqo4eL/black#32,Italian_Game Italian_Game_Two_Knights_Defense
1iLtr,4r3/1Rp3p1/1bk3P1/2p5/4BP2/2pK4/2P5/8 b - - 16 44,e8e4 d3e4 c6b7 f4f5 b7c6 f5f6,2562,95,85,60,crushing endgame long quietMove,https://lichess.org/pTAixS49/black#88,
1iLy5,r3k3/8/1q4p1/p2p1bQ1/P1p1p3/2Pn4/1P1N4/R2K1R2 b q - 3 34,b6b2 a1b1 b2b1 d2b1,1538,81,82,37,crushing middlegame short,https://lichess.org/mIpe6jx6/black#68,
1iLzH,r2qkb1r/pp1n2pp/2ppp3/4n3/4P3/2N2N1P/PPP2PP1/R1BQ1RK1 w kq - 0 10,c1g5 e5f3 d1f3 d8g5,1156,76,83,236,advantage kingsideAttack opening short,https://lichess.org/SwtXUEGU#19,Philidor_Defense Philidor_Defense_Other_variations
1iM2i,2rq1rk1/pp1bbppn/2n1p2p/3pN3/3P1B2/2PB3P/PP1Q1PP1/RN2K2R w KQ - 4 13,f4h6 g7h6 e5d7 d8d7 d2h6 f7f5,2355,82,83,239,advantage defensiveMove long opening,https://lichess.org/F3of3Tg6#25,Caro-Kann_Defense Caro-Kann_Defense_Other_variations
1iMBP,4r1k1/ppq2pbp/5np1/3pr3/8/2PB3P/PPQ1RPP1/2B1R1K1 w - - 0 19,c1f4 e5e2 e1e2 c7f4 e2e8 f6e8,1442,75,91,104,advantage discoveredAttack long middlegame,https://lichess.org/vn11ixg9#37,
1iMBc,5r1k/2q3pp/p7/1pb2P2/7P/2Q3P1/PPP5/2K1R3 b - - 0 26,f8f5 e1e8 f5f8 e8f8 c5f8 c3c7,884,83,78,69,crushing endgame long,https://lichess.org/1ESBX9eX/black#52,
1iMBz,5rk1/1p2ppb1/3q1nP1/3n2p1/1P1P4/1B5Q/6PP/B4RK1 w - - 0 24,f1f6 d5f6 g6f7 f8f7 h3c8 g7f8 b3f7 g8f7,1932,75,92,1070,advantage hangingPiece middlegame veryLong,https://lichess.org/vHJRm5VU#47,
1iMEy,8/1K6/3k1p2/4p1p1/4P1P1/7P/8/8 w - - 5 39,b7c8 d6c5 c8d8 c5d4,1269,75,95,19117,crushing endgame master pawnEndgame short,https://lichess.org/LnjFUCPd#77,
1iMHT,1q6/k7/4P3/3R2p1/2Q5/8/Pr3PPP/6K1 w - - 7 41,h2h3 b2b1 c4f1 b1f1 g1f1 b8b1 f1e2 b1e4 e2d2 e4d5,1982,78,94,9260,attraction crushing endgame fork veryLong,https://lichess.org/s5iKbff3#81,
1iMLh,2r1k1r1/6p1/4p1P1/p1q1Pp1P/Q2p1P2/2p5/8/RR5K b - - 3 35,c5c6 a4c6 c8c6 b1b8 e8d7 b8g8,927,76,98,906,crushing endgame exposedKing long skewer,https://lichess.org/jdbAryew/black#70,
1iMNu,1R3nk1/5Np1/p1pN4/2p1p2b/P3P3/3P1Q1P/5P1K/q5r1 w - - 3 36,f3h5 g1h1 h2g3 a1g1 g3f3 g1d1,1346,75,85,317,advantage long middlegame,https://lichess.org/UT3A2kHA#71,
1iMSo,8/8/6p1/q3R3/5pk1/5N2/5PP1/6K1 b - - 4 47,a5a1 g1h2 a1e5 f3e5,1556,75,94,773,crushing defensiveMove endgame short,https://lichess.org/kSx4bhtT/black#94,
1iMVz,3R4/1kP2pp1/3r2b1/4n3/3Np2B/4P2P/5PPK/2r5 b - - 2 39,b7c7 d4b5 c7b6 b5d6,853,102,89,18,advantage fork middlegame short,https://lichess.org/VZ9gdGIJ/black#78,
1iMX4,r4r2/p2nQpkp/2p3p1/3pP3/3q4/2NP4/PP3PPP/1R3RK1 b - - 0 17,d7e5 c3e2 e5f3 g2f3,1759,75,91,1972,advantage middlegame short,https://lichess.org/yZ1CEzEe/black#34,Sicilian_Defense Sicilian_Defense_Dragon_Variation
1iMYt,8/8/1pk2p2/5p2/PR5P/1P4K1/8/6r1 w - - 2 48,g3f4 g1g4 f4f5 g4b4,1193,76,86,230,crushing endgame master rookEndgame short skewer,https://lichess.org/ri2yL1Br#95,
1iMlK,2rq1rk1/1p2bppp/p1npbn2/3Np3/2P1P3/N5P1/PP3PBP/R1BQ1RK1 b - - 6 12,e6g4 d5f6 e7f6 d1g4,1205,75,96,6461,crushing kingsideAttack middlegame short,https://lichess.org/8LchBzh0/black#24,Sicilian_Defense Sicilian_Defense_Kalashnikov_Variation
1iMlQ,2k3r1/1pb2p1p/p7/3B1pr1/4p3/1P1R4/P1P2PPP/5RK1 w - - 0 25,d3c3 g5g2 g1h1 g2h2,1217,77,86,407,endgame kingsideAttack mate mateIn2 short,https://lichess.org/rWcNsmCS#49,
1iMmw,2k5/2p5/p1q3pp/2p2n2/4rB2/5QP1/6KP/4R3 b - - 1 32,e4e2 e1e2 c6f3 g2f3,584,94,90,477,advantage endgame hangingPiece master short,https://lichess.org/sirOzOlQ/black#64,
1iMqd,R2r4/1b1B1pkp/1p2p1p1/3qNn2/Q2P4/2P5/5PPP/5RK1 w - - 4 24,a8d8 d5g2,696,85,69,56,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/mK8OWQkL#47,
1iMvY,1r4k1/5p1p/4pp2/p2p1q2/7P/1N1r4/PQR2PP1/1K5R w - - 10 28,h1c1 a5a4 g2g4 f5e4 b3c5 b8b2,2221,76,90,1675,advantage long middlegame queensideAttack,https://lichess.org/AWxF9sJp#55,
1iN0c,r1b2rk1/pp3pb1/1qn1p1n1/1N1pP1BQ/3P4/3B4/PP3PPP/R4RK1 w - - 3 17,d3g6 f7g6 h5g6 b6b5 g5f6 f8f7,1787,76,84,104,advantage long middlegame,https://lichess.org/0cVwVBIJ#33,Saragossa_Opening Saragossa_Opening_Other_variations
1iN2f,8/5r2/3K4/2pP4/5kp1/1P5p/P7/5R2 b - - 1 48,f4g3 f1f7 h3h2 f7h7 c5c4 b3c4,1301,75,98,388,crushing endgame hangingPiece long rookEndgame,https://lichess.org/q2sHGLQl/black#96,
1iN6l,8/5ppk/7p/p1p5/1pP5/1P3K1P/P5P1/8 b - - 0 45,h7g6 f3e4 f7f5 e4d5,1650,75,93,2030,advantage defensiveMove endgame pawnEndgame short,https://lichess.org/BcPaAdb8/black#90,
1iN8g,6r1/2RQR1bk/5qpp/3pN3/8/7P/5PP1/1r4K1 w - - 10 37,g1h2 f6f4 g2g3 f4f2,1175,75,88,812,mate mateIn2 middlegame short,https://lichess.org/OffA5rwn#73,
1iN9i,8/6R1/1q2kp2/1p2p3/1r6/8/1P5P/1K1Q4 b - - 0 45,b6f2 d1d7,892,146,91,26,endgame mate mateIn1 oneMove,https://lichess.org/nSC5BduM/black#90,
1iNM0,3r2k1/3P1pp1/2R4p/8/3R2P1/1p5P/1r3P2/6K1 b - - 0 31,b2a2 c6c8 a2a8 c8a8,987,79,94,3706,crushing endgame rookEndgame short,https://lichess.org/OBmQ8Y6z/black#62,
1iNQO,2r2k2/1p2bp1p/p1r3p1/P2pP3/3q1B2/1P6/Q3RPPP/3R2K1 w - - 0 30,d1d4 c6c1 f4c1 c8c1 d4d1 c1d1 e2e1 d1e1,642,107,83,413,backRankMate mate mateIn4 middlegame sacrifice veryLong,https://lichess.org/Nl5IscBl#59,
1iNW3,5rkb/7r/4Q1p1/p3P3/1pp1qP2/P1PpB3/1P1K4/1R4R1 b - - 0 35,f8f7 e6g6 e4g6 g1g6,2697,110,87,144,advantage kingsideAttack middlegame short,https://lichess.org/hjlALLst/black#70,
1iNaC,r4rk1/4bp2/p3pnp1/1pq3N1/2pR4/2N1B2P/PPQ2PK1/5R2 w - - 0 22,g5e6 c5c6 f2f3 c6e6,1499,78,93,8400,advantage fork master middlegame short,https://lichess.org/9GJi3etL#43,
1iNdc,rnbqk2r/2pn2p1/p3p2p/1p2P2Q/3P3P/2N5/PP3PP1/R3K1NR b KQkq - 1 13,e8f8 h5f3 f8g8 f3a8,1192,74,98,2598,advantage fork middlegame short,https://lichess.org/pQLr4s9M/black#26,French_Defense French_Defense_Alekhine-Chatard_Attack
1iNhP,r4rk1/pp3ppp/2nbp3/2p5/Q2P4/4PN1q/PP2BP2/R1B2RK1 w - - 0 15,f1d1 f7f5 e2f1 h3f3,2424,89,80,161,crushing middlegame quietMove short,https://lichess.org/PPDNwiF9#29,Queens_Gambit_Declined Queens_Gambit_Declined_Marshall_Defense
1iNiH,8/2R2pkp/3Kp1p1/3pP3/b4bP1/2B4P/6B1/2r5 b - - 13 50,f4d2 c3d2 c1c7 d6c7,1005,97,83,28,advantage endgame hangingPiece master short,https://lichess.org/9Qn5ec0a/black#100,
1iO0x,r1bq1rk1/ppp2ppp/2p5/8/8/3P2nP/PPPN2P1/R1BQ1BKR w - - 4 10,h1h2 d8d4,974,76,97,461,mate mateIn1 oneMove opening,https://lichess.org/TtSVV1AB#19,Russian_Game Russian_Game_Stafford_Gambit
1iOCY,8/7p/6p1/3k1p2/5P2/r1pK2P1/7P/2R5 w - - 1 41,c1c3 a3c3 d3c3 d5e4,924,79,89,263,crushing endgame rookEndgame short,https://lichess.org/Uc4gFfFj#81,
1iOEX,2k4r/pp3ppp/2p2n2/2b1B3/3Rn3/1P3B2/P1P1NPPP/6K1 w - - 4 18,d4e4 f6e4 f3e4 h8e8 e4f5 c8d8,1326,74,96,12183,advantage long middlegame,https://lichess.org/VrvTfofF#35,Italian_Game Italian_Game_Other_variations
1iONx,3r3r/2p3p1/1pq2kP1/p1nNpp2/2P5/6P1/P4P2/4RKQ1 b - - 6 34,f6g6 d5e7 g6f6 e7c6,832,81,100,126,advantage fork middlegame short,https://lichess.org/U83ru8b2/black#68,
1iOOI,5k1r/5p2/p5n1/3pP2r/P1pP1Pq1/4Q1B1/6P1/1R1R2K1 w - - 3 37,b1b8 f8g7 b8h8 g4d1 e3e1 d1e1,1793,74,94,2743,crushing defensiveMove long middlegame,https://lichess.org/8AcjK0MV#73,
1iOdY,2kr4/p5p1/1pp1Nn2/7p/1Q6/8/qP3PPP/4R1K1 b - - 1 27,d8e8 b4d6 e8e6 d6e6 a2e6 e1e6,1552,75,93,892,advantage endgame exposedKing long,https://lichess.org/wOTXFO1f/black#54,
1iOdf,2b3k1/Q5pp/2p1pr2/3p4/P7/6q1/6PP/6RK w - - 0 30,h2g3 f6h6,832,106,79,79,endgame mate mateIn1 oneMove,https://lichess.org/99KqOe2C#59,
1iOgk,r3kb1r/p2b1ppp/8/3p4/1nqn1K2/P1N5/1P3PPP/2BQ1BNR b kq - 1 18,d4f5 f1c4 d5c4 a3b4,1768,76,93,2253,advantage opening short,https://lichess.org/5PitaQ36/black#36,Scandinavian_Defense Scandinavian_Defense_Kiel_Variation
1iOhj,6k1/5pp1/4p2P/p2p2QP/Pp1q4/1P6/2r3PK/4R3 b - - 1 37,c2b2 e1e5 b2g2 h2g2,2201,75,97,268,crushing endgame short,https://lichess.org/5Sy4R0tJ/black#74,
1iOiX,4r1k1/5pb1/p5p1/1pNP1nqp/2p5/P1N4P/2PP1P2/1RBQ1K2 w - - 0 23,d1f3 e8e1 f1e1 g5g1 e1e2 f5d4,2158,75,92,2924,advantage attraction long master masterVsMaster middlegame sacrifice,https://lichess.org/AijZnUD6#45,
1iOjv,2r3k1/1b5p/4rBpQ/pp1q1p2/3P4/2P5/4R1PP/4R1K1 b - - 0 31,e6f6 e2e8 c8e8 e1e8 f6f8 h6f8,657,90,79,384,long mate mateIn3 middlegame,https://lichess.org/xOLbD8cw/black#62,
1iOnZ,r5nr/pp2k1N1/2n4p/3pPQ2/2qP4/4B3/6PP/1N4K1 b - - 0 18,a8f8 f5e6 e7d8 e6d6 d8c8 d6f8,1454,74,91,1917,advantage exposedKing fork long middlegame,https://lichess.org/3l4adTQg/black#36,Caro-Kann_Defense Caro-Kann_Defense_Advance_Variation
1iOoI,5k2/1RR2pp1/2p5/2Pp4/3P4/6KP/5r2/r7 b - - 1 38,f2f6 c7c8,555,91,93,491,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/5tJBINGd/black#76,
1iOtT,8/p3Qrk1/1pBp2pp/1P2p3/2Pr2P1/5PR1/P5K1/2q4R w - - 5 40,e7e6 d4d2 g2h3 c1h1,1295,75,87,3197,deflection mate mateIn2 middlegame short,https://lichess.org/QJflwoYc#79,
1iOuv,1r6/8/pP1k4/2p5/7R/8/1P4P1/6K1 b - - 0 44,b8b6 h4h6 d6c7 h6b6,825,91,90,266,crushing endgame master rookEndgame short,https://lichess.org/NkithK9m/black#88,
1iOvp,6k1/1bqr1p2/1p4p1/p1p3Nn/2P4N/P3r2P/2Q3P1/R4RK1 b - - 1 31,g8g7 f1f7 d7f7 c2g6,1874,76,81,124,crushing middlegame sacrifice short,https://lichess.org/6Ybxhz87/black#62,
1iOxR,5rk1/BpN2ppp/8/8/8/8/P4PPP/3n2K1 b - - 0 20,f8a8 c7a8,856,152,0,18,advantage endgame hangingPiece oneMove,https://lichess.org/rFuzGtD5/black#40,
1iP0f,2r4k/3p1rpp/p5p1/Q2NP2q/1p1P4/8/PP2RPPP/3R2K1 w - - 5 25,d1e1 h5e2 a5d8 c8d8,1425,270,100,5,equality middlegame short,https://lichess.org/NzHQcojE#49,
1iP42,8/8/p2B4/3K1k2/PP1p1npp/3P4/2P4P/8 w - - 1 48,d5d4 g4g3 h2g3 h4h3,2091,86,80,27,crushing endgame short,https://lichess.org/YlNegdxd#95,
1iP5U,2r2rk1/p4p1p/1p2p1p1/1N6/1P1P4/P2QbN1P/B1R3Pq/5n1K w - - 8 28,f3h2 f1g3,939,80,86,303,mate mateIn1 middlegame oneMove,https://lichess.org/WdGDU9KM#55,
1iPAS,4r2b/1b3k1Q/3p2p1/2qnp1B1/p1p3P1/2P4P/PrB2P1K/2R3R1 b - - 0 33,f7e6 c2f5 g6f5 g4f5,1967,110,75,79,mate mateIn2 middlegame sacrifice short,https://lichess.org/GabPkUX8/black#66,
1iPJ1,1k5r/1B2q2P/1Q2p3/4Pp2/5n2/P1p5/2P3P1/2KR4 b - - 0 28,e7b7 d1d8 h8d8 b6d8,1429,257,82,2,crushing endgame master pin short,https://lichess.org/46OvuKyn/black#56,
1iPMw,1rr3k1/2p2pp1/p2b3p/3Ppb2/4N3/1BR2P2/1P4PP/2R3K1 b - - 4 21,b8b5 e4d6 c7d6 c3c8 f5c8 c1c8,1090,77,94,181,advantage long middlegame,https://lichess.org/AP1GZzB8/black#42,
1iPZt,r4r2/8/p2Q3p/3Pp1pk/2P5/P2P1P2/1q3PKP/R4R2 w - - 3 25,g2g3 b2e2 h2h3 f8f3 g3g2 a8f8 d6f8 f3f8,2326,127,83,15,crushing endgame quietMove veryLong,https://lichess.org/q5fpJIrk#49,
1iPb6,8/8/pk1p4/1pp1p2p/2P1P1pP/P1KP2P1/1P6/8 b - - 3 45,a6a5 c4b5 b6b5 c3b3,2496,82,83,59,crushing defensiveMove endgame pawnEndgame short,https://lichess.org/dQZY8ezZ/black#90,
1iPdf,4b1k1/ppp3pp/5p1q/2QP4/2P5/1PN5/P1P3PP/6K1 w - - 0 27,c5c7 h6e3 g1f1 e3c3,1626,192,-86,5,advantage endgame fork short,https://lichess.org/XqJ5kKz3#53,
1iPjJ,r1b2rk1/p2nbpp1/1p2p3/q1ppP2Q/5B1P/P1P1PN2/1P3PP1/1R2K2R b K - 3 15,f7f6 f3g5 f6g5 h4g5,1995,76,94,2101,crushing middlegame sacrifice short,https://lichess.org/49BqeG4U/black#30,Queens_Pawn_Game Queens_Pawn_Game_Accelerated_London_System
1iPpm,r4kr1/pp3p1n/5P2/2p1q1BQ/3pP3/P2P4/1PP3K1/R4R2 w - - 1 27,h5h7 e5g5 g2h1 g5g2,1723,77,86,1117,hangingPiece mate mateIn2 middlegame short,https://lichess.org/ZzfeV71x#53,
1iPx7,r3r1k1/pR3pp1/3q1p1p/2pPn3/2P5/5N2/P1P1QPPP/4R1K1 w - - 3 18,b7b3 e5f3 b3f3 e8e2,1077,80,86,221,advantage discoveredAttack kingsideAttack middlegame short,https://lichess.org/28Ief4Do#35,Queens_Pawn_Game Queens_Pawn_Game_Torre_Attack
1iPxG,r4r1k/pQ6/4p2p/2p5/5q2/P3R3/1P4PP/4R1K1 w - - 0 28,e3e6 f4f2 g1h1 f2f1 e1f1 f8f1,1393,79,84,1803,backRankMate endgame long mate mateIn3 sacrifice,https://lichess.org/VPbnyAHs#55,
1iPxK,r1bq1rk1/1p3ppp/p2b4/4n3/2B2Bn1/2N4P/PP2QPP1/R2R2K1 w - - 0 15,f4e5 g4e5 c3e4 e5c4 e2c4 c8e6 c4e2 e6d5 e4d6 d8d6,2500,97,88,502,crushing middlegame veryLong,https://lichess.org/UGCk5zb0#29,Sicilian_Defense Sicilian_Defense_Smith-Morra_Gambit
1iQ6A,2rqkbnr/pp3ppp/4p3/3pP3/3P1P2/2NQ4/PP4PP/R1B1K2R b KQk - 2 11,f8b4 d3b5 d8d7 b5b4,1047,74,99,3251,advantage fork middlegame short,https://lichess.org/edg5tTTz/black#22,Caro-Kann_Defense Caro-Kann_Defense_Advance_Variation
1iQ83,3r1r1k/1p4pp/p4p2/5Pn1/3P1RP1/P3n2P/BP1N4/R5K1 w - - 1 29,h3h4 g5h3 g1h2 h3f4,1059,82,94,370,crushing fork middlegame short,https://lichess.org/yuFrnWUZ#57,
1iQ9o,4r1k1/6p1/1b2Np1p/p3qP2/1p2P3/2r4P/3RQ1P1/3R3K b - - 5 39,c3e3 e2h5 e8e6 d2d8 b6d8 d1d8 e6e8 d8e8 e5e8 h5e8,2428,82,86,71,advantage fork middlegame sacrifice veryLong,https://lichess.org/fxDbtAaZ/black#78,
1iQEN,4r3/pp6/1q4k1/3Q2p1/5p2/2P2P2/PP4Pr/3R3K w - - 0 34,h1h2 e8h8,1209,120,38,22,endgame mate mateIn1 oneMove,https://lichess.org/YRGsTykE#67,
1iQKC,r4r1k/pp2n1pp/2pp3q/4pP1b/2B1N3/3PP2Q/PPP4N/5RRK w - - 3 23,e4g3 h5f3 f1f3 h6h3,1051,77,90,1138,advantage discoveredAttack kingsideAttack middlegame short,https://lichess.org/rhTQcu2M#45,
1iQbK,8/8/r3P3/5B1R/1ppk1p2/p4P1P/K1R2Pr1/8 w - - 0 38,c2c4 d4c4 f5d3 c4d3,423,102,89,266,crushing endgame hangingPiece short,https://lichess.org/FEi7aao7#75,
1iQcR,r3k2r/pp1b1ppp/3qp3/5n2/1n1PQ3/5N2/PP3PPP/RBB2RK1 w kq - 0 16,e4b7 d7c6 c1f4 c6b7 f4d6 f5d6,1817,75,96,1291,advantage long middlegame trappedPiece,https://lichess.org/YIgJAeJa#31,Scandinavian_Defense Scandinavian_Defense_Other_variations
1iQct,r6k/1p3p2/p2p3p/2pPpPp1/2BqP1R1/5K2/P4PQ1/6R1 w - - 0 30,c4e2 d4c3 e2d3 c3d3,1341,305,100,1,endgame mate mateIn2 short,https://lichess.org/kld7Py4v#59,
